distance_m,dilution,dS_ppt,S0,S_amb,depth_m,U_current,d_p_m,Q_per_port_m3s,theta_deg,n_ports,port_spacing_m
60.0,67.7,0.201,54.8,41.2,17.7,0.05,0.238,0.0729,60.0,14,13.9
