distance_m,dilution,dS_ppt,S0,S_amb,depth_m,U_current,d_p_m,Q_per_port_m3s,theta_deg,n_ports,port_spacing_m
60.0,66.6,0.260,56.3,39.0,17.7,0.15,0.238,0.1293,60.0,14,13.9
