distance_m,dilution,dS_ppt,S0,S_amb,depth_m,U_current,d_p_m,Q_per_port_m3s,theta_deg,n_ports,port_spacing_m
60.0,48.4,0.300,54.4,39.9,17.7,0.13,0.238,0.1643,60.0,14,13.9
