depth_m,salinity_gkg,excess_gkg,density,Tdeg
23.557692307692307,36.55173352126867,0.9632719828071359,1026.4682337321892,18.121239985288984
22.596153846153847,36.551729741309174,0.970960510539939,1026.468231079061,18.121242085595757
21.634615384615383,36.55164376664798,0.978566843571052,1026.4681785796117,18.12129195965882
20.673076923076923,36.55059928134318,0.9852146659585657,1026.4675770762267,18.121907348676746
19.71153846153846,36.54386084340034,0.9861685357080319,1026.463600318421,18.126156616982666
18.75,36.51898166110382,0.9689816611038253,1026.447351354595,18.144043492258007
17.78846153846154,36.457190246761456,0.9148825544537615,1026.3961071919634,18.20203106408328
16.826923076923077,36.34809578384039,0.813480399225007,1026.281731291376,18.336284816082628
15.865384615384615,36.219690000560576,0.6927669236374996,1026.1546705761023,18.49044684703169
14.903846153846153,36.09200565776452,0.5727748885337505,1026.0466253962209,18.62481328802033
13.942307692307692,35.98216862599054,0.47063016445207495,1025.9477619570573,18.749943353314613
12.98076923076923,35.89455787919662,0.3907117253504637,1025.85262128868,18.87135701207222
12.019230769230768,35.82710995161622,0.3309561054623771,1025.7690210679166,18.978596787317713
11.057692307692307,35.77576411931861,0.28730258085707305,1025.7008144648769,19.066599359076058
10.096153846153845,35.73578692631813,0.25501769554889364,1025.6456273574354,19.138887911957088
9.134615384615385,35.70384080879758,0.23076388572065554,1025.5999767920214,19.201140529072536
8.173076923076923,35.6784792643015,0.21309464891688634,1025.561460972791,19.258637395913066
7.21153846153846,35.66007016236266,0.20237785467035252,1025.5314556796827,19.308768074532423
6.25,35.649354772392435,0.19935477239243227,1025.515376420251,19.33323438869547
5.2884615384615365,35.64524494983417,0.20293725752647873,1025.5127135486512,19.328426582310044
4.326923076923077,35.64496221879401,0.21034683417862254,1025.5168574451866,19.30817382499521
3.365384615384613,35.645273427726806,0.21835035080373189,1025.5213007196144,19.286719489516624
2.4038461538461533,35.64254995804848,0.22331918881771173,1025.5192660807847,19.283307714595285
1.4423076923076934,35.63296434954288,0.22142588800441843,1025.5054618780568,19.309566838005857
0.48076923076922995,35.62143950143453,0.21759334758837667,1025.4872669385657,19.351814705393036
