distance_m,excess_gkg,dilution,core_depth_m
-118.42730758017078,0.03251583387389445,891.6425183017317,11.25
-110.09397424683745,0.32803021553107925,88.0178063879133,12.75
-101.76064091350412,0.3986422289061693,72.42709855206004,12.75
-93.42730758017078,0.5139244819531186,56.1804331451052,12.75
-85.09397424683745,0.6971806394937801,41.41322688043117,12.75
-76.76064091350412,1.6171013734211712,17.845201589896934,14.25
-68.42730758017078,0.7117623719665929,40.5437279864444,14.25
-60.09397424683745,0.7998050931616589,36.080665460537695,14.25
-51.76064091350412,1.1848821462510557,24.354742867300832,14.25
-43.427307580170776,2.3958917118688845,12.03831536171632,15.75
-35.09397424683745,1.3253416590196068,21.76231298828683,15.75
-26.760640913504105,1.1559909209926502,24.950455471772155,15.75
-18.427307580170776,1.0550164457904074,27.338436396023663,15.75
-10.093974246837433,1.0138933780355046,28.44727130567174,15.75
-1.760640913504119,2.182522461850674,13.20834058017239,17.25
6.572692419829224,1.4691365372181977,19.622070018478148,17.25
14.906025753162567,1.272051583360195,22.662209911213314,17.25
23.23935908649588,1.0608597043089603,27.173715697664395,17.25
31.572692419829224,2.1571309297589067,13.356861932910233,18.75
39.90602575316257,1.1451509806672107,25.160437781935695,18.75
48.23935908649588,0.8402641523422929,34.28981222117261,18.75
56.572692419829224,0.723966826368617,39.79809426423877,18.75
64.90602575316257,0.7130497822841946,40.40741714793264,18.75
73.23935908649591,1.7455127182182366,16.498017859987616,20.25
81.57269241982922,0.9272246765061354,31.057736845951435,20.25
89.90602575316257,0.766506813631814,37.569789971668364,20.25
98.23935908649591,0.7302368415449934,39.43583555586143,20.25
106.57269241982922,2.5124571802164084,11.4559166327845,21.75
114.90602575316257,1.3695745355423483,21.015650665994748,21.75
123.23935908649588,0.9028747048090509,31.878731175758453,21.75
131.57269241982925,0.6386397372172397,45.06844520106857,21.75
139.90602575316257,0.6103831206650767,47.15480986538165,21.75
148.23935908649588,0.7462996340464301,38.54684993482159,23.25
156.57269241982925,0.6443844893479067,44.64337747966537,23.25
164.90602575316257,0.5880869750448952,49.299680540938155,23.25
173.23935908649588,0.6738390249615307,42.69194708876105,23.25
181.57269241982925,1.6046276903937127,17.918486744389455,24.75
189.90602575316257,0.6354586650969694,45.24684543504092,24.75
198.23935908649588,0.6091799744646238,47.1986953039109,24.75
206.57269241982925,0.57932672668084,49.63088819453034,24.75
214.90602575316257,0.6006356078637154,47.87012228972606,24.75
223.23935908649588,1.108633376215451,25.921554065151273,26.25
231.57269241982925,0.7719822883783678,37.22559498141626,26.25
239.90602575316257,0.14883079102488495,194.80175977262908,0.75
248.23935908649588,0.035659156811156834,813.0450238500589,0.75
256.57269241982925,0.016072026520703275,1803.9106619599675,0.75
