depth_m,salinity_gkg,excess_gkg,density,Tdeg
15.75,36.747993912393696,0.590493912393697,1026.7046876812287,16.140583653438984
14.25,36.747159981546936,0.6046599815469378,1026.7041007028229,16.14023161209706
12.75,36.7470947303158,0.6195947303158036,1026.7040515392998,16.140222244398963
11.25,36.74707661815774,0.6345766181577446,1026.7040337541046,16.140242898365717
9.75,36.747063407515796,0.6495634075157994,1026.7040173809735,16.140277072521076
8.25,36.747050199132644,0.6645501991326483,1026.7039986583115,16.14032445820377
6.75,36.74703640859122,0.6795364085912183,1026.7039768939783,16.140386386358735
5.25,36.747022273994986,0.6945222739949841,1026.7039522490782,16.14046299388929
3.75,36.74700844563686,0.7095084456368568,1026.7039257824676,16.140551177554862
2.25,36.74699625057488,0.7244962505748802,1026.7039004236105,16.140640285787523
0.75,36.746988241000665,0.7394882410006645,1026.7038824355777,16.140706298712338
