depth_m,salinity_gkg,excess_gkg,density,Tdeg
8.928571428571429,37.56148757703734,0.8829161484659096,1026.1866034680802,19.209268293309773
8.214285714285714,37.56148760865817,0.8972018943724507,1026.186603470316,19.209268293476235
7.5,37.56148764760537,0.9114876476053624,1026.1866034727914,19.20926829356503
6.785714285714286,37.56148767187983,0.9257733861655453,1026.186603471746,19.209268293673173
6.071428571428571,37.56148768512832,0.9400591136997463,1026.1866034677953,19.209268293827026
5.357142857142857,37.56148769087987,0.9543448337370108,1026.186603461218,19.20926829404197
4.642857142857142,37.56148769064235,0.9686305477852102,1026.1866034512161,19.20926829434472
3.928571428571429,37.56148768400562,0.9829162554341906,1026.186603436209,19.2092682948219
3.2142857142857144,37.561487669287466,0.9972019550017492,1026.1866034132715,19.20926829566067
2.5,37.561487645029054,1.0114876450290566,1026.1866033788053,19.209268296865563
1.7857142857142847,37.561487613682345,1.0257733279680608,1026.1866033306153,19.209268298381886
1.0714285714285712,37.56148757839452,1.0400590069659472,1026.1866032752773,19.209268299457943
0.35714285714285765,37.56148753673049,1.0543446795876292,1026.1866032102512,19.209268298297324
