depth_m,salinity_gkg,excess_gkg,density,Tdeg
23.557692307692307,36.428959997519414,0.8404984590578763,1026.3755911095664,18.105600000005875
22.596153846153847,36.42895999657127,0.8481907658020376,1026.3755911083715,18.10560000000862
21.634615384615383,36.42895999493072,0.8558830718537962,1026.3755911061276,18.105600000015446
20.673076923076923,36.42895999244669,0.8635753770620767,1026.3755911026624,18.10560000002894
19.71153846153846,36.42895998847686,0.8712676807845554,1026.3755910973691,18.105600000051364
18.75,36.42895998190991,0.8789599819099152,1026.3755910891182,18.105600000088714
17.78846153846154,36.428959970838164,0.8866522785304696,1026.3755910760997,18.105600000152123
16.826923076923077,36.42895995149996,0.8943445668845769,1026.3755910552977,18.105600000263788
15.865384615384615,36.428959914920156,0.9020368379970805,1026.3755910201114,18.10560000046995
14.903846153846153,36.42895983869862,0.9097290694678506,1026.3755909582262,18.105600000869423
13.942307692307692,36.42895967296334,0.9174212114248732,1026.3755908470898,18.105600001681253
12.98076923076923,36.42895928441038,0.9251131305642275,1026.375590642302,18.105600003418882
12.019230769230768,36.42895822857798,0.9328043824241377,1026.3755902489402,18.10560000740775
11.057692307692307,36.42895480624459,0.9404932677830544,1026.3755894505007,18.105600017538702
10.096153846153845,36.42894236440867,0.9481731336394361,1026.375587727938,18.105600046388407
9.134615384615385,36.4288968336643,0.9558199105873726,1026.375583687686,18.10560014404318
8.173076923076923,36.428742616172336,0.9633580007877214,1026.375573218017,18.105600537330616
7.21153846153846,36.42827970941961,0.9705874017273075,1026.3755425729005,18.1056024963486
6.25,36.4270621605349,0.9770621605348992,1026.3754251283028,18.105625759824544
5.2884615384615365,36.42420917100847,0.9819014787007774,1026.3748286207574,18.105960751200787
4.326923076923077,36.41816527226861,0.9835498876532256,1026.372165117397,18.108474007592793
3.365384615384613,36.406795591131925,0.97987251420885,1026.363529700519,18.119284104094326
2.4038461538461533,36.38850971776631,0.9692789485355462,1026.3432000928613,18.149837762284626
1.4423076923076934,36.364823137764844,0.9532846762263816,1026.3116500005187,18.20288250683312
0.48076923076922995,36.344301259644425,0.9404551057982715,1026.2850572533516,18.24988707017806
